id,plot,sentinel_id
119668,"((34.661053630000026,31.72367543200005),(34.66157905100005,31.72360963400007),(34.66214253100003,31.723539067000047),(34.66217792300006,31.723534634000032),(34.66202123900007,31.72253869700006),(34.66082681700004,31.72264107500007),(34.66071122500006,31.72269414300007),(34.660727301000065,31.722890497000037),(34.66084487100005,31.723135073000037),(34.660919490000026,31.723264241000038),(34.66098960800008,31.72344707600007),(34.66099424500004,31.723682868000026),(34.661053630000026,31.72367543200005))",36SXA
263354,"((35.193311970000025,32.96878150400005),(35.19320582900008,32.96885306400003),(35.19334023400006,32.96907375100005),(35.19369402500007,32.96891871400004),(35.193821408000076,32.96869208500004),(35.193311970000025,32.96878150400005))",36SXB
135001,"((34.43393115200007,31.262824213000044),(34.43294240600005,31.262460350000026),(34.43253363400004,31.263279966000027),(34.43352238800003,31.26364383300006),(34.43393115200007,31.262824213000044))",36RXV
61846,"((35.49052317700006,32.843616713000074),(35.49030281000006,32.84418595600005),(35.49031723300004,32.84436936000003),(35.49047618700007,32.84436303200005),(35.490476053000066,32.84432128200007),(35.490903453000044,32.84430241100006),(35.49090680300003,32.844245744000034),(35.49136236900006,32.84419698600004),(35.49145329800007,32.84391049200008),(35.491618274000075,32.84391011300005),(35.49185796900008,32.84374554600004),(35.49187540200006,32.84367393400004),(35.49165266000006,32.84361778500005),(35.491281806000075,32.84364249300006),(35.49128162300008,32.84358583300008),(35.49072354600003,32.843613950000076),(35.49072341200008,32.84357220000004),(35.490610375000074,32.84357544100004),(35.49052317700006,32.843616713000074))",36SYB
141604,"((34.56010483100005,31.449058025000056),(34.558724883000025,31.448632262000046),(34.559861657000056,31.449792866000053),(34.55990974800005,31.449789743000053),(34.560231292000026,31.449491753000075),(34.560192064000034,31.44912289100006),(34.56010483100005,31.449058025000056))",36RXV
266511,"((35.34978841800006,33.011744287000056),(35.34978904600007,33.011719491000065),(35.34992667600005,33.01161826800006),(35.34989020300003,33.01160602500005),(35.34980105500006,33.01154021600007),(35.349793317000035,33.01150707800008),(35.349754586000074,33.01150764000005),(35.34971180500003,33.01152290600004),(35.34966781700007,33.01151675800003),(35.34937809500008,33.01153396400008),(35.34938481800003,33.011570060000054),(35.34938490900004,33.011570547000076),(35.34937749100004,33.01161563800002),(35.34936150300007,33.01165515100007),(35.34933158600006,33.01168503100007),(35.34932814300004,33.011687180000024),(35.34927920000007,33.01171773200008),(35.349263388000054,33.011717978000036),(35.34923532300007,33.01171841300004),(35.34923073700003,33.01171892200006),(35.34923343500003,33.011760765000076),(35.34925188900007,33.01175722100004),(35.34939241100005,33.01171995200008),(35.34960686000005,33.01171591900004),(35.349683019000054,33.01178392000003),(35.34969556600004,33.01179472900003),(35.34978841800006,33.011744287000056))",36SYB
120584,"((34.955411809000054,32.66799134900003),(34.95538893000003,32.667592314000046),(34.95507802000003,32.66760801700008),(34.955100714000025,32.668006208000065),(34.955411809000054,32.66799134900003))",36SXB
202096,"((35.44930381100005,33.013689019000026),(35.44952105400006,33.01360852600004),(35.44963882900004,33.01362804100006),(35.44974469700003,33.01363684900008),(35.449883793000026,33.013625846000025),(35.45006028000006,33.01359114500008),(35.45022282600007,33.013546373000054),(35.45026343100005,33.013523752000026),(35.450293240000065,33.01350566000008),(35.45035191100004,33.013437289000024),(35.45038913500008,33.01335327100003),(35.45041481700002,33.013313727000025),(35.45042227500005,33.013301901000034),(35.45042470800007,33.01328483100008),(35.450499852000064,33.012757957000076),(35.45050284300004,33.01260187300005),(35.45057787800005,33.01229903700005),(35.45061481300007,33.01211132900005),(35.45065412900004,33.01201035500003),(35.45042596700006,33.01189530200003),(35.45038423400007,33.011934877000044),(35.450358676000064,33.012018873000045),(35.450340994000044,33.01212602500004),(35.45025506600007,33.01243726700005),(35.45019270700004,33.01268083900004),(35.45015355800007,33.012672861000055),(35.450090157000034,33.01287126500006),(35.449981388000026,33.013133494000044),(35.44992657700004,33.01327960500004),(35.44976556600005,33.01342019700007),(35.44960101300006,33.01350855100003),(35.44946527900004,33.013573946000065),(35.449365159000024,33.01361708400003),(35.44908411600005,33.01366487200005),(35.44905350400006,33.01367272300007),(35.449054346000025,33.013677965000056),(35.449062156000025,33.01372664100006),(35.44917983400006,33.01371072200004),(35.44930381100005,33.013689019000026))",36SYB
9095,"((34.99869310200006,32.604350500000066),(34.99913390000006,32.60333516600008),(34.99908594400006,32.60335058700008),(34.99812267600004,32.60347987500006),(34.997710072000075,32.60426065300004),(34.99806743900007,32.60445193100003),(34.998345484000026,32.60456081900003),(34.99856665000004,32.60443031600005),(34.99866722500008,32.604410106000046),(34.99869310200006,32.604350500000066))",36SXB
147697,"((34.89322718000005,31.506300148000037),(34.89327664700005,31.506269579000048),(34.89329692500007,31.506257995000055),(34.89343040500006,31.505903921000026),(34.893677299000046,31.505674662000047),(34.89368838400003,31.505621544000064),(34.89363444900005,31.505600193000078),(34.893400101000054,31.505345392000038),(34.893313259000024,31.505326153000055),(34.89333142800007,31.50527072600005),(34.89331221700007,31.505249837000065),(34.893252776000054,31.50522565600005),(34.893253327000025,31.50518580800008),(34.89318093600008,31.50515407900008),(34.89319075900005,31.505117778000056),(34.892947598000035,31.505060332000028),(34.89279986500003,31.505279822000034),(34.89250337300007,31.50568910000004),(34.89224980000006,31.506062163000024),(34.892268106000074,31.50606985400003),(34.89322718000005,31.506300148000037))",36RXV
38493,"((34.40312473100005,31.34636577200007),(34.40340710500004,31.34640482700007),(34.40425757200006,31.345864212000038),(34.404544987000065,31.345707385000026),(34.40460421900008,31.345607535000056),(34.40449348400006,31.345511207000072),(34.404407683000045,31.34546533500003),(34.40359314500006,31.345121706000043),(34.40345428000006,31.34508218900004),(34.40322929600006,31.345059701000025),(34.40309010400006,31.345058832000063),(34.40293008400005,31.34509999900007),(34.40290844700007,31.345109725000043),(34.39869693600008,31.347002545000066),(34.39866376500004,31.347051529000055),(34.39857321900007,31.347107180000023),(34.39838414700006,31.347193837000077),(34.398334211000076,31.34728839400003),(34.39826693900005,31.347495283000057),(34.39821155900006,31.347747926000068),(34.398198439000055,31.347846229000027),(34.39825314600006,31.348152269000025),(34.398508234000076,31.348006294000072),(34.39887463800005,31.34776965900005),(34.399463671000035,31.34735170400006),(34.39952582900003,31.347264250000023),(34.39962127700005,31.347113757000045),(34.39967946000007,31.347012223000036),(34.399745471000074,31.346952903000044),(34.39982325700004,31.346953391000056),(34.40078994400005,31.347381099000074),(34.400912583000036,31.34740295000006),(34.401006746000064,31.347403539000027),(34.40160646800007,31.347171871000057),(34.40167606500006,31.34717230600006),(34.40184581700004,31.346980358000053),(34.40174705900006,31.346690169000055),(34.40206098500005,31.34647495300004),(34.40312473100005,31.34636577200007))",36RXV
249995,"((35.56404024100004,33.04260149100003),(35.563443591000066,33.04254604300007),(35.56343351500004,33.04271607900006),(35.56401883600006,33.042763799000056),(35.56404024100004,33.04260149100003))",36SYB
256991,"((35.42487587100004,32.88608617500006),(35.42486426100004,32.88605069100004),(35.42482931200004,32.88596284000005),(35.42488227000007,32.88583820200006),(35.42499611000005,32.88555228100006),(35.42500791400005,32.885531972000024),(35.424838977000036,32.88541505200004),(35.42481792500007,32.88541001700003),(35.42465090800005,32.88532634200004),(35.42457157600006,32.88525209300008),(35.42451860400007,32.88523584400008),(35.42447540000006,32.88518576400003),(35.424297559000024,32.88504631600006),(35.42427425900007,32.88500972600008),(35.424243646000036,32.884987238000065),(35.42420474900007,32.88492306200004),(35.42415778700007,32.88490623800004),(35.42412898900005,32.884874729000046),(35.42390026700008,32.88475396800004),(35.42377717200003,32.88467303300007),(35.42367594700005,32.88472562000004),(35.42376662000004,32.88486296800005),(35.42392773000006,32.88485366800006),(35.424110975000076,32.88515315500007),(35.42405531800006,32.88519946400004),(35.42429700800005,32.88549941100007),(35.42440237400007,32.885500353000054),(35.42448166400004,32.88569294800004),(35.42464251500007,32.88564645300005),(35.42469718800004,32.88574272400007),(35.424674261000064,32.885991853000064),(35.424818876000074,32.886131359000046),(35.42487587100004,32.88608617500006))",36SYB
272117,"((35.780881571000066,33.22434834300003),(35.781022551000035,33.22424812700007),(35.781168354000044,33.22409810600004),(35.78117593800005,33.22407642700006),(35.781372902000044,33.22387422300005),(35.78137759800006,33.223804940000036),(35.78082152600007,33.22383132600004),(35.780780777000075,33.22390077600005),(35.780881571000066,33.22434834300003))",36SYB
123577,"((34.97257590000004,32.27094981700003),(34.972073898000076,32.27114799900005),(34.972076636000054,32.27115122600003),(34.972246951000045,32.27131950900008),(34.97233426400004,32.271439920000034),(34.97249537400006,32.27169408000003),(34.972542385000054,32.27176097200004),(34.97260752200003,32.27176681800006),(34.97262091400006,32.271763461000035),(34.97269070100003,32.271745974000055),(34.97273122800004,32.271711691000064),(34.97288413000007,32.27166043500006),(34.97298532900004,32.27162053600006),(34.973082100000056,32.271555817000035),(34.97309574900004,32.27148903600005),(34.973077954000075,32.27141837900007),(34.97274878800005,32.270990218000065),(34.97262512200007,32.271030074000066),(34.97257590000004,32.27094981700003))",36SXA
216944,"((35.37782113700007,32.98168331000005),(35.37782017400008,32.98168265900006),(35.37781933100007,32.98168066100004),(35.37776343200005,32.981548099000065),(35.37767501900004,32.981353271000046),(35.37745474400003,32.981398193000075),(35.37726984400007,32.981435900000065),(35.37751768500004,32.981956586000024),(35.37757658000004,32.98196604800006),(35.377714696000055,32.98195822100007),(35.377834653000036,32.98192751800008),(35.377915967000035,32.98182243600007),(35.37782113700007,32.98168331000005))",36SYB
50976,"((34.78474285400006,31.572170175000053),(34.78441471100007,31.57186871400006),(34.78416120500003,31.571999470000037),(34.78447908600003,31.57238448000004),(34.78474285400006,31.572170175000053))",36RXV
254920,"((35.214896432000046,32.87306363600004),(35.21472994800007,32.872807797000064),(35.21473164300005,32.87280528300005),(35.21469284500006,32.872762075000026),(35.21464214200006,32.87271058600004),(35.21463443700003,32.87271143800007),(35.21462096500005,32.87269720300003),(35.21456343800003,32.87267444200006),(35.21449931600006,32.87258157300005),(35.214504463000026,32.87257405200006),(35.214490339000065,32.872558163000065),(35.214437083000064,32.87258747200008),(35.21436012000004,32.872607766000044),(35.21436530400007,32.87268610000007),(35.21440755500004,32.87278809900005),(35.21451910700006,32.87301745700006),(35.21456871400005,32.87321131400006),(35.21479960000005,32.87309295000006),(35.214896432000046,32.87306363600004))",36SXB
253202,"((34.63965246600003,31.47733942700006),(34.63964708200007,31.477307387000053),(34.63943788300003,31.47709696100003),(34.638112824000075,31.47665776200006),(34.637946587000044,31.476653148000025),(34.63788750800006,31.477010025000027),(34.63936814200002,31.478213250000067),(34.63965246600003,31.47733942700006))",36RXV
140788,"((35.30618074100005,32.63283773100005),(35.30533300600007,32.632647177000024),(35.305184042000064,32.633745773000044),(35.30519470000007,32.63374747800003),(35.305295958000045,32.63376543100003),(35.30544517900006,32.633791280000025),(35.30562861900006,32.63382657100004),(35.306078220000074,32.63391980600005),(35.30618074100005,32.63283773100005))",36SYB
262137,"((35.31359682500005,32.955461755000044),(35.313650901000074,32.95541672500008),(35.31359695000003,32.95542188300004),(35.31352331200003,32.95546315400003),(35.31352411200004,32.95548489000004),(35.313525635000076,32.955526269000075),(35.31346243200005,32.95553083300007),(35.313352278000025,32.95553480700005),(35.31320146300004,32.95561158100003),(35.313110110000025,32.955705926000064),(35.31310970900006,32.95570633700004),(35.31306686600004,32.955769486000065),(35.313636218000056,32.95583853000005),(35.31359682500005,32.955461755000044))",36SYB
241029,"((35.164879030000066,32.84808732500005),(35.164985785000056,32.84803497200005),(35.165021437000064,32.84801748900003),(35.165005018000045,32.847980636000045),(35.164380264000044,32.846578339000075),(35.164351975000045,32.846514841000044),(35.16402629500004,32.84662293800005),(35.16469205300007,32.848178001000065),(35.164879030000066,32.84808732500005))",36SXB
122,"((34.99248733200005,32.31984279400007),(34.99235700500003,32.31947206900003),(34.990427588000045,32.31991929800006),(34.99052365800003,32.320292437000035),(34.99056743500006,32.32028241100005),(34.99235026400004,32.319874577000064),(34.99248733200005,32.31984279400007))",36SXA
238023,"((34.76488659200004,31.774794197000062),(34.76541163200005,31.77537406500005),(34.76575247300008,31.775077535000037),(34.765127490000054,31.77453009800007),(34.76488659200004,31.774794197000062))",36SXA
194443,"((35.50451053000006,32.12764675300008),(35.50436936300008,32.127546178000046),(35.504233001000046,32.127683482000066),(35.50437544300007,32.127785137000046),(35.50451053000006,32.12764675300008))",36SYA
116920,"((34.72376127100006,31.834891784000035),(34.722211618000074,31.834602052000037),(34.72215237100005,31.834835161000058),(34.72369677200004,31.83513559200003),(34.72376127100006,31.834891784000035))",36SXA
149245,"((35.13932870200006,32.85995355700004),(35.13910725000005,32.860293040000045),(35.13903691300004,32.86040086600008),(35.13882901300008,32.860721983000076),(35.14029552400007,32.86070358200004),(35.14035061100003,32.860707552000065),(35.140738362000036,32.86005121300008),(35.140324726000074,32.860025078000035),(35.13982746500005,32.85998931800003),(35.139380612000025,32.85995752700006),(35.13932870200006,32.85995355700004))",36SXB
174797,"((35.72214176500006,33.22438208800003),(35.722136773000045,33.22444522200004),(35.72223902600007,33.22450340200004),(35.722411167000075,33.224588339000036),(35.72297018000006,33.22478887500006),(35.72300730000006,33.22471659100006),(35.72295318500005,33.224635671000044),(35.72295618800007,33.22462036100006),(35.723111123000024,33.224639754000066),(35.72323559800003,33.22461646600004),(35.72336390800007,33.22446117800007),(35.72316484500004,33.22435083400006),(35.722324205000064,33.224232046000054),(35.722119347000046,33.22426069200003),(35.72215766900007,33.22435046500004),(35.72214176500006,33.22438208800003))",36SYB
42919,"((34.760928345000025,31.46452535000003),(34.75832843000006,31.464783435000072),(34.75839572900003,31.46491466200007),(34.75920575600003,31.46631747400005),(34.760025694000035,31.467774664000046),(34.76014653200008,31.467966386000057),(34.76022173700005,31.468153603000076),(34.76043999900003,31.468123925000043),(34.76099329400006,31.46804323400005),(34.76156176600006,31.467971288000058),(34.76201856000006,31.46791634500005),(34.76258696900004,31.467857439000056),(34.762850781000054,31.46784965300003),(34.76207082500002,31.466510010000036),(34.76190470300003,31.466239873000063),(34.761778751000065,31.466056829000024),(34.76162758000004,31.465843264000057),(34.76150684500004,31.46562980300007),(34.76140128700007,31.465425092000032),(34.76131102800008,31.465203041000052),(34.760928345000025,31.46452535000003))",36RXV
91500,"((35.540823095000064,33.12231857900008),(35.541065984000056,33.12117110600008),(35.54032491500004,33.12104607300006),(35.53966085800005,33.12093402800008),(35.539425907000066,33.12210603300008),(35.53941948700003,33.12210506100007),(35.53941928900008,33.12210605000007),(35.54056263600006,33.122279148000075),(35.540823095000064,33.12231857900008))",36SYB
260401,"((35.393798454000034,32.93718781800004),(35.39371899500003,32.937121803000025),(35.39366305800007,32.93696517500007),(35.39373461500003,32.93692512100006),(35.39373471500005,32.93692516300007),(35.39370993500006,32.93689769500003),(35.39319826900004,32.936858458000074),(35.39326346800004,32.936719727000025),(35.393297939000036,32.936273346000064),(35.39317612800005,32.93626620400005),(35.39305189800007,32.93653689400003),(35.39276261300006,32.93657846900004),(35.39270052200004,32.93708011900003),(35.39299857000003,32.937309596000034),(35.393005016000075,32.93731894900003),(35.393012775000045,32.937316158000044),(35.393048934000035,32.93730315100004),(35.39315375500007,32.93732127200008),(35.393223043000035,32.937194857000065),(35.39332408400003,32.93717610700003),(35.39346465700004,32.93704853400004),(35.39354269100005,32.93705292400006),(35.39369474100005,32.93721555800005),(35.393748867000056,32.93721209500006),(35.393798454000034,32.93718781800004))",36SYB
55106,"((35.52196633800003,32.90176831100007),(35.52190084500006,32.90149633100003),(35.52124132600005,32.90150405000003),(35.52049582400008,32.90152408000006),(35.52026644000006,32.90153070800005),(35.52037571200003,32.902020296000046),(35.52044502700005,32.90230794100006),(35.52176737600007,32.902264728000034),(35.522082702000034,32.90223368900007),(35.52196633800003,32.90176831100007))",36SYB
13378,"((34.92443159800007,32.23593116600006),(34.92446599200008,32.23591214800007),(34.92392664700003,32.23532701500005),(34.92387380900004,32.23526969100004),(34.92324436300004,32.23544975600004),(34.92374368800006,32.23602709000005),(34.92388565500005,32.236191235000035),(34.92391010800003,32.23621950800003),(34.92443159800007,32.23593116600006))",36SXA
58908,"((35.47463037800003,31.982416905000036),(35.47271653800004,31.980656294000028),(35.47235872700003,31.98047169000006),(35.47219926100007,31.980389417000026),(35.47016238200007,31.983746592000045),(35.47290059100004,31.984979545000044),(35.47463037800003,31.982416905000036))",36SYA
213743,"((35.15610996300006,31.241618424000023),(35.15601669900008,31.24109464600008),(35.15600434900006,31.24102312000008),(35.155863847000035,31.240506178000032),(35.155831473000035,31.24038548900006),(35.155688621000024,31.240361174000043),(35.15551310200004,31.240582077000056),(35.15547970000006,31.24062328200006),(35.15533671400004,31.240857095000024),(35.15522232700005,31.240999644000055),(35.15540971200005,31.24179123700003),(35.15572465400004,31.24173832400004),(35.15610996300006,31.241618424000023))",36RXV
119865,"((34.81365376600007,31.792517824000072),(34.81253595100003,31.79262755800005),(34.81253859900005,31.792673242000035),(34.811935360000064,31.792686511000056),(34.81198364900007,31.793057050000073),(34.813660318000075,31.792994039000064),(34.81382119800003,31.792687475000037),(34.81383148800006,31.792500377000067),(34.81365376600007,31.792517824000072))",36SXA
2977,"((34.929725476000044,32.369410010000024),(34.92926149600004,32.37047212700003),(34.929505508000034,32.37050404800004),(34.929944001000024,32.36947045100004),(34.929729904000055,32.369411066000055),(34.929725476000044,32.369410010000024))",36SXA
132321,"((34.45416488700005,31.226512761000038),(34.45592432600006,31.22455304600004),(34.45578554900004,31.22446614200004),(34.455661564000025,31.224343127000054),(34.45560673600005,31.224253323000028),(34.45561459600003,31.224137040000073),(34.45569054500004,31.224041163000038),(34.45580040400006,31.22390248100004),(34.45568818400005,31.223824696000065),(34.45521888500008,31.223498156000062),(34.45520582900008,31.223489072000064),(34.45437080200003,31.222969486000068),(34.45379553200007,31.222546514000044),(34.45288848900003,31.22196623800005),(34.451867064000055,31.222860008000055),(34.451414191000026,31.223243926000066),(34.45075315100007,31.223797732000037),(34.45065895400006,31.22391845100003),(34.45053457600005,31.224056074000032),(34.45416488700005,31.226512761000038))",36RXV
49210,"((34.57095782500005,31.336057952000033),(34.570253114000025,31.335512188000052),(34.56947766900004,31.33623551000005),(34.57017281000003,31.336781232000078),(34.57095782500005,31.336057952000033))",36RXV
117903,"((34.985355061000064,32.51435921500007),(34.98515796700008,32.51270987000004),(34.984755748000055,32.51258962300005),(34.98458787200008,32.512444240000036),(34.98481718700003,32.51428387900006),(34.984829760000025,32.51438475000003),(34.985355061000064,32.51435921500007))",36SXA
30972,"((34.72676262400006,31.77688127600004),(34.727315135000026,31.777854519000073),(34.72746448200007,31.777864416000057),(34.727913181000076,31.777766488000054),(34.72829264500007,31.777668301000062),(34.72880214500003,31.77755361800007),(34.72876081000004,31.77645079900003),(34.728656589000025,31.776146013000073),(34.72779584800003,31.77646723400005),(34.72752765200005,31.776567320000026),(34.72676262400006,31.77688127600004))",36SXA
31598,"((34.96733700300007,31.759617035000076),(34.96749800300006,31.759900352000045),(34.96753962100007,31.760007805000043),(34.96732073100003,31.76024128000006),(34.96763039600006,31.76008117400005),(34.96848138300004,31.759951786000045),(34.969543688000044,31.759703735000073),(34.96963386900006,31.75964620600007),(34.96969042400008,31.759534124000027),(34.96970585100007,31.75936747700007),(34.96963543800007,31.75902437900004),(34.969568639000045,31.758698888000026),(34.969538991000036,31.758554411000034),(34.969471921000036,31.75841186400004),(34.96943554000006,31.758334541000067),(34.96937846600008,31.75828027400007),(34.96930352000004,31.75824808300007),(34.96917971400006,31.758251060000077),(34.96898828600007,31.758292375000053),(34.968834478000076,31.758292091000044),(34.96863177800003,31.75833979600003),(34.96852633300006,31.758364612000037),(34.968417930000044,31.758345810000037),(34.96827925000008,31.758297474000074),(34.96819311300004,31.75823961800006),(34.96805064000006,31.758207301000027),(34.96792684300004,31.758207071000072),(34.967817987000046,31.75820686900005),(34.967690283000024,31.758206632000054),(34.96763433000007,31.758168065000064),(34.96745072300007,31.758084385000075),(34.96729326900004,31.758042424000053),(34.96717337200005,31.757984505000024),(34.96697083600003,31.757968101000074),(34.96680573300006,31.75798382000005),(34.96674297800007,31.758034747000067),(34.96676377800003,31.758194248000052),(34.966778927000064,31.758310408000057),(34.96679809300008,31.758457374000045),(34.966798303000076,31.758540784000047),(34.96674408800004,31.758609771000067),(34.966923363000035,31.75892960500005),(34.967319376000034,31.759574609000026),(34.96733700300007,31.759617035000076))",36SXA
246310,"((35.286397452000074,33.07784248300004),(35.28629101300004,33.077735457000074),(35.28541699500005,33.07862094300003),(35.285546597000064,33.07868726300006),(35.286397452000074,33.07784248300004))",36SYB
92826,"((35.61348019700006,33.233758814000055),(35.613800350000076,33.233931906000066),(35.61468432600003,33.23448363400007),(35.61478199000004,33.23442605900004),(35.61505922500004,33.23460925400008),(35.615588503000026,33.23437523300004),(35.615992869000024,33.23412251700006),(35.61606327700008,33.23392279300003),(35.61591820700005,33.23385886300008),(35.61580743400003,33.233844917000056),(35.61553466100003,33.233788564000065),(35.61513348200003,33.233589503000076),(35.61448371400007,33.23304058600007),(35.61432608800004,33.23295302400004),(35.61418031200003,33.23287204400003),(35.61348019700006,33.233758814000055))",36SYB
192810,"((35.33101932200003,32.54500442400007),(35.32996024700003,32.54555322900006),(35.330908229000045,32.546798618000025),(35.331208066000045,32.54720346300007),(35.33132623200004,32.547197753000034),(35.332259806000025,32.54711952900004),(35.332342836000066,32.54711105800004),(35.33242384300007,32.54710304100007),(35.33251427000005,32.54705614900007),(35.332517333000055,32.54703811100006),(35.33252261100006,32.547006545000045),(35.33246928400007,32.546939601000076),(35.33242981500007,32.54688490600006),(35.33167995700006,32.54587744200006),(35.33125332700007,32.545320514000025),(35.33101932200003,32.54500442400007))",36SYB
3547,"((34.90065292100007,32.31476149500003),(34.90207086500004,32.314769855000065),(34.90203855300007,32.31448500500005),(34.90073385000005,32.31447009300007),(34.90068109600003,32.314606482000045),(34.90065292100007,32.31476149500003))",36SXA
21602,"((34.97828705100005,32.390108541000075),(34.97770165000003,32.38917440800003),(34.97762576000002,32.38905330700004),(34.97655201800006,32.388313511000035),(34.97678900900007,32.38972779100004),(34.97757209100007,32.39008288900004),(34.97815668000004,32.39032362300003),(34.97828705100005,32.390108541000075))",36SXA
219408,"((35.352756344000056,32.76536029000005),(35.35246210300005,32.76532586800005),(35.35227297700004,32.76701558600007),(35.35236521300004,32.76700517000006),(35.35263369000006,32.76699658300004),(35.352660499000024,32.76673929900005),(35.35264821000004,32.76673495400007),(35.352644990000044,32.766733815000066),(35.35264225700007,32.76673284800006),(35.352726810000036,32.765654588000075),(35.352756344000056,32.76536029000005))",36SYB
272119,"((35.75429328000007,33.20864479800008),(35.75475200400007,33.208662494000066),(35.754758268000046,33.20864094900003),(35.75478380800007,33.20863187100008),(35.75482701900006,33.20837884800005),(35.75431272700007,33.20834346600003),(35.75428545700004,33.208417104000034),(35.75428446800004,33.208600009000065),(35.75429328000007,33.20864479800008))",36SYB
16307,"((34.91820432600008,32.29669370100004),(34.91820408700005,32.29669154100003),(34.918162395000024,32.296182790000046),(34.91814687600004,32.29569515000003),(34.91802747700007,32.29568553800004),(34.917822442000045,32.29572765000006),(34.91790929200005,32.29674361000008),(34.91820432600008,32.29669370100004))",36SXA
93951,"((35.46187457900004,32.694647770000074),(35.461678705000054,32.694258871000045),(35.46122694700006,32.694145279000054),(35.45910513500007,32.69411620500006),(35.459188512000026,32.694304309000074),(35.45922234500006,32.69438063900003),(35.45950842800005,32.69493059500007),(35.46206392400006,32.694980188000045),(35.46197889800004,32.69478514100007),(35.46187457900004,32.694647770000074))",36SYB
224615,"((35.12188181300007,33.04853673400004),(35.121885932000055,33.04830930900005),(35.12184573400003,33.04800964800006),(35.12164318600003,33.046627269000055),(35.12161135800005,33.04658550000005),(35.12132894900003,33.04661767300007),(35.121028067000054,33.04667679600004),(35.12103368900006,33.04669695600006),(35.12121277400007,33.04754624800006),(35.12137633900005,33.048425757000075),(35.12137849700008,33.04841608800007),(35.12139889200006,33.04841610200003),(35.12147353900008,33.04864789900006),(35.121820815000035,33.04857540900008),(35.12188181300007,33.04853673400004))",36SXB
220793,"((34.939979,32.26979533200006),(34.93984017200006,32.26983674400003),(34.93967856900008,32.26988114100004),(34.93936858400008,32.26991778900003),(34.93947796200007,32.27027850200005),(34.94029279700004,32.27015286900007),(34.94021068500007,32.26990779300007),(34.94006671900007,32.26979996700004),(34.939979,32.26979533200006))",36SXA
82998,"((35.78525001600008,33.17237829800007),(35.78522826200003,33.17152374200003),(35.78423871600006,33.17175954500004),(35.78427209000006,33.17315122200006),(35.784538852000026,33.173115980000034),(35.78472376900004,33.172938327000054),(35.78525001600008,33.17237829800007))",36SYB
184589,"((35.228881444000024,33.03779920900007),(35.22859537200003,33.03779687900004),(35.228232855000044,33.03790669000006),(35.22811675100007,33.03799736900004),(35.22814225700006,33.03804507600006),(35.228904138000075,33.03792564400004),(35.228881444000024,33.03779920900007))",36SXB
47382,"((35.52466173200003,32.49092653500003),(35.526427013000045,32.494915039000034),(35.52666339600006,32.49497847900005),(35.52681942900006,32.49502611200006),(35.527046152000025,32.495029534000025),(35.52550402000003,32.491485417000035),(35.525168972000074,32.490766413000074),(35.52466173200003,32.49092653500003))",36SYA
207654,"((34.95311488200008,31.16345733600008),(34.95306749100007,31.163396267000053),(34.95305529900003,31.16338055600005),(34.95297993600008,31.16332241500004),(34.952908871000034,31.163225230000023),(34.95275426500007,31.162989345000028),(34.952743809000026,31.16297687900004),(34.952745494000055,31.163173140000026),(34.95281917700004,31.163430332000075),(34.95284715500003,31.16355945300006),(34.95294358000007,31.163625572000058),(34.953107792000026,31.163719511000068),(34.95332152100008,31.163848993000045),(34.95331112300005,31.16381461000003),(34.95320045900007,31.16365935400006),(34.95315442900005,31.163574663000077),(34.95311488200008,31.16345733600008))",36RXV
225839,"((35.071105243000034,29.922417206000034),(35.07097605700005,29.920665158000077),(35.06934838300003,29.92075897500007),(35.06946659400006,29.92250146500004),(35.071105243000034,29.922417206000034))",36RXU
257747,"((35.381243906000066,32.890298622000046),(35.380863877000024,32.89007136500004),(35.380861441000036,32.89007268200004),(35.38065979500004,32.89019189900006),(35.38056680200003,32.89028520900007),(35.38065380900008,32.89041900800004),(35.380788488000064,32.89063127600008),(35.38086492300005,32.89074898900003),(35.38093416300006,32.89063613500008),(35.38102980700006,32.89051185500006),(35.38103010100008,32.89051147500004),(35.38109404100004,32.890418871000065),(35.38115802800007,32.890350073000036),(35.38123157200005,32.89030380400004),(35.381243906000066,32.890298622000046))",36SYB
97940,"((34.86301379500003,31.865410285000053),(34.86275681200004,31.86431958600008),(34.862712894000026,31.864308736000055),(34.86254629300004,31.86426878900005),(34.86237759000005,31.864226040000062),(34.86221025900005,31.864183655000033),(34.86221122300003,31.864180231000034),(34.86220457200005,31.864178500000037),(34.86237943500004,31.864933962000066),(34.862489942000025,31.865411381000058),(34.86301379500003,31.865410285000053))",36SXA
